CAMPUS,CACKDTL,CAMPNAME,CFLCHART,CNTYNAME,COUNTY,C_RATING,DISTNAME,GRDSPAN,GRDTYPE,PAIRCAMP,PAIRNAME,REGION
'057910120,AW,DICKINSON EL,N,DALLAS,'057,A,GRAND PRAIRIE ISD,'EE - 05,E,,,'10
'057910113,AWN,EISENHOWER EL,N,DALLAS,'057,R,GRAND PRAIRIE ISD,'EE - 05,E,,,'10
'057910126,,ERVIN C WHITT ELEMENTARY SCHOOL,N,DALLAS,'057,A,GRAND PRAIRIE ISD,'EE - 05,E,,,'10
'057910105,,FANNIN EL,N,DALLAS,'057,A,GRAND PRAIRIE ISD,'EE - 05,E,,,'10
'057910106,AEW,FLORENCE HILL EL,N,DALLAS,'057,R,GRAND PRAIRIE ISD,'EE - 05,E,,,'10
'057910002,R,GRAND PRAIRIE H S,N,DALLAS,'057,A,GRAND PRAIRIE ISD,'09 - 12,S,,,'10
'057910047,AS,HARRY S TRUMAN MIDDLE,N,DALLAS,'057,R,GRAND PRAIRIE ISD,'06 - 08,M,,,'10
'057910124,A,HECTOR P GARCIA EL,N,DALLAS,'057,A,GRAND PRAIRIE ISD,'EE - 05,E,,,'10
'057910045,A,JACKSON MIDDLE,N,DALLAS,'057,A,GRAND PRAIRIE ISD,'06 - 08,M,,,'10
'057910121,AEWMN,JOHN GARNER EL,N,DALLAS,'057,R,GRAND PRAIRIE ISD,'KG - 05,E,,,'10
'057910116,,JOHNSON EL,N,DALLAS,'057,A,GRAND PRAIRIE ISD,'PK - 05,E,,,'10
'057910048,,KENNEDY MIDDLE,N,DALLAS,'057,R,GRAND PRAIRIE ISD,'06 - 08,M,,,'10
'057910004,,LAMAR ALTERNATIVE EDUCATION PROGR,N,DALLAS,'057,X,GRAND PRAIRIE ISD,'06 - 12,B,,,'10
'057910044,,LEE MIDDLE,N,DALLAS,'057,A,GRAND PRAIRIE ISD,'06 - 08,M,,,'10
'057910046,,LLOYD BOZE SECONDARY LEARNING CEN,N,DALLAS,'057,P,GRAND PRAIRIE ISD,'09 - 12,S,,,'10
'057910109,,MILAM EL,N,DALLAS,'057,A,GRAND PRAIRIE ISD,'KG - 05,E,,,'10
'057910007,,P A S S LEARNING CTR,N,DALLAS,'057,X,GRAND PRAIRIE ISD,'07 - 11,S,,,'10
'057910008,,S E R,N,DALLAS,'057,L,GRAND PRAIRIE ISD,'07 - 12,S,,,'10
'057910125,,SALLYE MOORE ELEMENTARY SCHOOL,N,DALLAS,'057,R,GRAND PRAIRIE ISD,'EE - 05,E,,,'10
'057910107,,SAM HOUSTON EL,N,DALLAS,'057,A,GRAND PRAIRIE ISD,'PK - 05,E,,,'10
'057910118,M,SAM RAYBURN EL,N,DALLAS,'057,R,GRAND PRAIRIE ISD,'PK - 05,E,,,'10
'057910003,R,SO GRAND PRAIRIE H S,N,DALLAS,'057,A,GRAND PRAIRIE ISD,'09 - 12,S,,,'10
'057910127,,TRAVIS ELEMENTARY,N,DALLAS,'057,A,GRAND PRAIRIE ISD,'PK - 05,E,,,'10
'057910119,E,ZAVALA EL,N,DALLAS,'057,R,GRAND PRAIRIE ISD,'PK - 05,E,,,'10
'234904101,EM,GRAND SALINE ELEMENTARY SCHOOL,N,VAN ZANDT,'234,E,GRAND SALINE ISD,'PK - 03,E,,,'07
'234904001,TS,GRAND SALINE H S,N,VAN ZANDT,'234,R,GRAND SALINE ISD,'09 - 12,S,,,'07
'234904102,W,GRAND SALINE INT,N,VAN ZANDT,'234,R,GRAND SALINE ISD,'04 - 06,E,,,'07
'234904041,S,GRAND SALINE MIDDLE,N,VAN ZANDT,'234,A,GRAND SALINE ISD,'07 - 08,M,,,'07
'234904002,,VAN ZANDT CO YOUTH MULTI-SERVICE,N,VAN ZANDT,'234,X,GRAND SALINE ISD,'05 - 11,B,,,'07
'234904199,,VAN ZANDT/RAIN SP ED CO-OP,N,VAN ZANDT,'234,X,GRAND SALINE ISD,'EE - 12,B,,,'07
'234904003,,VAN ZANDT/RAINS ALTERNATIVE EDUCA,N,VAN ZANDT,'234,X,GRAND SALINE ISD,'06 - 10,B,,,'07
'238904001,AR,GRANDFALLS-ROYALTY SCHOOL,N,WARD,'238,R,GRANDFALLS-ROYALTY ISD,'PK - 12,B,,,'18
'126904101,,GRANDVIEW EL,N,JOHNSON,'126,R,GRANDVIEW ISD,'EE - 02,E,'126904102,GRANDVIEW INTERMEDIATE,'11
'126904001,R,GRANDVIEW H S,N,JOHNSON,'126,A,GRANDVIEW ISD,'09 - 12,S,,,'11
'126904102,EWMN,GRANDVIEW INTERMEDIATE,N,JOHNSON,'126,R,GRANDVIEW ISD,'03 - 05,E,,,'11
'126904041,WS,GRANDVIEW J H,N,JOHNSON,'126,R,GRANDVIEW ISD,'06 - 08,M,,,'11
'090905101,EW,GRANDVIEW-HOPKINS EL,N,GRAY,'090,A,GRANDVIEW-HOPKINS ISD,'KG - 06,E,,,'16
'246905001,RW,GRANGER SCHOOL,N,WILLIAMSON,'246,R,GRANGER ISD,'PK - 12,B,,,'13
'226907002,,FAIRVIEW ACCELERATED,N,TOM GREEN,'226,X,GRAPE CREEK ISD,'08 - 11,S,,,'15
'226907005,,FAIRVIEW DAEP,N,TOM GREEN,'226,X,GRAPE CREEK ISD,'08 - 12,S,,,'15
'226907001,TR,GRAPE CREEK H S,N,TOM GREEN,'226,A,GRAPE CREEK ISD,'09 - 12,S,,,'15
'226907101,,GRAPE CREEK INTERMEDIATE,N,TOM GREEN,'226,A,GRAPE CREEK ISD,'03 - 05,E,,,'15
'226907041,,GRAPE CREEK MIDDLE,N,TOM GREEN,'226,A,GRAPE CREEK ISD,'06 - 08,M,,,'15
'226907103,,GRAPE CREEK PRIMARY,N,TOM GREEN,'226,A,GRAPE CREEK ISD,'EE - 02,E,'226907101,GRAPE CREEK INTERMEDIATE,'15
'113902102,,GRAPELAND EL,N,HOUSTON,'113,A,GRAPELAND ISD,'PK - 06,E,,,'06
'113902002,R,GRAPELAND H S,N,HOUSTON,'113,A,GRAPELAND ISD,'09 - 12,S,,,'06
'113902041,A,GRAPELAND J H,N,HOUSTON,'113,A,GRAPELAND ISD,'07 - 08,M,,,'06
'220906106,EWM,BEAR CREEK EL,N,TARRANT,'220,R,GRAPEVINE-COLLEYVILLE ISD,'EE - 05,E,,,'11
'220906108,AEWMN,BRANSFORD EL,N,TARRANT,'220,E,GRAPEVINE-COLLEYVILLE ISD,'EE - 05,E,,,'11
'220906101,,CANNON EL,N,TARRANT,'220,R,GRAPEVINE-COLLEYVILLE ISD,'EE - 05,E,,,'11
'220906102,AEWMN,COLLEYVILLE EL,N,TARRANT,'220,E,GRAPEVINE-COLLEYVILLE ISD,'EE - 05,E,,,'11
'220906004,PCTRS,COLLEYVILLE HERITAGE H S,N,TARRANT,'220,R,GRAPEVINE-COLLEYVILLE ISD,'09 - 12,S,,,'11
'220906042,AEWMS,COLLEYVILLE MIDDLE,N,TARRANT,'220,R,GRAPEVINE-COLLEYVILLE ISD,'06 - 08,M,,,'11
'220906044,ES,CROSS TIMBERS MIDDLE,N,TARRANT,'220,R,GRAPEVINE-COLLEYVILLE ISD,'06 - 08,M,,,'11
'220906103,EWMN,DOVE EL,N,TARRANT,'220,R,GRAPEVINE-COLLEYVILLE ISD,'KG - 05,E,,,'11
'220906111,EWMN,GLENHOPE EL,N,TARRANT,'220,R,GRAPEVINE-COLLEYVILLE ISD,'EE - 05,E,,,'11
'220906109,AEWMN,GRAPEVINE EL,N,TARRANT,'220,E,GRAPEVINE-COLLEYVILLE ISD,'EE - 05,E,,,'11
'220906001,PCTRS,GRAPEVINE H S,N,TARRANT,'220,R,GRAPEVINE-COLLEYVILLE ISD,'09 - 12,S,,,'11
'220906041,WS,GRAPEVINE MIDDLE,N,TARRANT,'220,R,GRAPEVINE-COLLEYVILLE ISD,'06 - 08,M,,,'11
'220906107,AEWMN,HERITAGE EL,N,TARRANT,'220,E,GRAPEVINE-COLLEYVILLE ISD,'EE - 05,E,,,'11
'220906043,AEWS,HERITAGE MIDDLE,N,TARRANT,'220,R,GRAPEVINE-COLLEYVILLE ISD,'06 - 08,M,,,'11
'220906110,W,SILVER LAKE EL,N,TARRANT,'220,R,GRAPEVINE-COLLEYVILLE ISD,'EE - 05,E,,,'11
'220906038,,TARRANT CO J J A E P,N,TARRANT,'220,X,GRAPEVINE-COLLEYVILLE ISD,'10 - 11,S,,,'11
'220906105,AEWMN,TAYLOR EL,N,TARRANT,'220,E,GRAPEVINE-COLLEYVILLE ISD,'KG - 05,E,,,'11
'220906006,,THE BRIDGES ACAD ALTER,N,TARRANT,'220,P,GRAPEVINE-COLLEYVILLE ISD,'09 - 12,S,,,'11
'220906104,W,TIMBERLINE EL,N,TARRANT,'220,A,GRAPEVINE-COLLEYVILLE ISD,'PK - 05,E,,,'11
'116905102,EW,BOWIE EL,N,HUNT,'116,R,GREENVILLE ISD,'KG - 04,E,,,'10
'116905104,W,CARVER ELEMENTARY,N,HUNT,'116,E,GREENVILLE ISD,'KG - 04,E,,,'10
'116905103,,CROCKETT EL,N,HUNT,'116,R,GREENVILLE ISD,'KG - 04,E,,,'10
'116905004,,GREENVILLE ALTERNATIVE EDUCATIONA,N,HUNT,'116,X,GREENVILLE ISD,'07 - 10,S,,,'10
'116905002,,GREENVILLE H S,N,HUNT,'116,A,GREENVILLE ISD,'09 - 12,S,,,'10
'116905041,,GREENVILLE MIDDLE,N,HUNT,'116,L,GREENVILLE ISD,'07 - 08,M,,,'10
'116905003,,HUNT COUNTY JUVENILE DETENTION CT,N,HUNT,'116,X,GREENVILLE ISD,'06 - 11,B,,,'10
'116905108,,INTERMEDIATE,N,HUNT,'116,A,GREENVILLE ISD,'05 - 06,M,,,'10
'116905109,,L P WATERS EARLY CHILDHOOD CENTER,N,HUNT,'116,X,GREENVILLE ISD,'PK - PK,E,,,'10
'116905106,EWM,LAMAR EL,N,HUNT,'116,R,GREENVILLE ISD,'KG - 04,E,,,'10
'116905001,,NEW HORIZONS LEARNING CENTER,N,HUNT,'116,P,GREENVILLE ISD,'09 - 12,S,,,'10
'116905107,E,TRAVIS EL,N,HUNT,'116,R,GREENVILLE ISD,'KG - 04,E,,,'10
'165902001,R,GREENWOOD H S,N,MIDLAND,'165,A,GREENWOOD ISD,'09 - 12,S,,,'18
'165902102,EM,GREENWOOD INT,N,MIDLAND,'165,A,GREENWOOD ISD,'04 - 06,E,,,'18
'165902101,E,GREENWOOD PRIMARY,N,MIDLAND,'165,E,GREENWOOD ISD,'PK - 03,E,,,'18
'165902041,AEW,JAMES R BROOKS MIDDLE SCHOOL,N,MIDLAND,'165,R,GREENWOOD ISD,'07 - 08,M,,,'18
'205902104,EW,ANDREWS EL,N,SAN PATRICIO,'205,R,GREGORY-PORTLAND ISD,'KG - 04,E,,,'02
'205902101,W,AUSTIN EL,N,SAN PATRICIO,'205,R,GREGORY-PORTLAND ISD,'EE - 05,E,,,'02
'205902102,E,CLARK EL,N,SAN PATRICIO,'205,R,GREGORY-PORTLAND ISD,'EE - 04,E,,,'02
'205902103,EWM,EAST CLIFF EL,N,SAN PATRICIO,'205,E,GREGORY-PORTLAND ISD,'KG - 04,E,,,'02
'205902001,R,GREGORY-PORTLAND H S,N,SAN PATRICIO,'205,A,GREGORY-PORTLAND ISD,'09 - 12,S,,,'02
'205902105,,GREGORY-PORTLAND INT,N,SAN PATRICIO,'205,A,GREGORY-PORTLAND ISD,'05 - 06,M,,,'02
'205902041,,GREGORY-PORTLAND J H,N,SAN PATRICIO,'205,A,GREGORY-PORTLAND ISD,'07 - 08,M,,,'02
'147902002,,ALTER LEARNING CTR,N,LIMESTONE,'147,P,GROESBECK ISD,'10 - 12,S,,,'12
'147902101,,GROESBECK ELEMENTARY,N,LIMESTONE,'147,A,GROESBECK ISD,'EE - 05,E,,,'12
'147902001,,GROESBECK H S,N,LIMESTONE,'147,A,GROESBECK ISD,'09 - 12,S,,,'12
'147902042,S,GROESBECK MIDDLE,N,LIMESTONE,'147,A,GROESBECK ISD,'06 - 08,M,,,'12
'147902003,,LIMESTONE COUNTY JUVENILE DETENTI,N,LIMESTONE,'147,X,GROESBECK ISD,'09 - 10,S,,,'12
'033901001,ADTREWMNS,GROOM SCHOOL,N,CARSON,'033,E,GROOM ISD,'KG - 12,B,,,'16
'228901102,E,GROVETON EL,N,TRINITY,'228,A,GROVETON ISD,'KG - 06,E,,,'06
'228901001,ARWS,GROVETON J H-H S,N,TRINITY,'228,R,GROVETON ISD,'07 - 12,S,,,'06
'098901101,AEWM,GRUVER EL,N,HANSFORD,'098,E,GRUVER ISD,'PK - 04,E,,,'16
'098901001,AR,GRUVER H S,N,HANSFORD,'098,R,GRUVER ISD,'09 - 12,S,,,'16
'098901041,AWNS,GRUVER J H,N,HANSFORD,'098,R,GRUVER ISD,'05 - 08,M,,,'16
'015813041,,GUARDIAN ANGEL PERFORMANCE ACADEM,Y,BEXAR,'015,A,GUARDIAN ANGEL PERFORMANCE ACADEMY,'06 - 08,M,,,'20
'101843005,,GULF SHORES AT SOUTHWEST KEY,Y,HARRIS,'101,P,GULF SHORES ACADEMY,'06 - 08,M,,,'04
'101843001,,GULF SHORES ACADEMY,Y,HARRIS,'101,P,GULF SHORES ACADEMY,'09 - 12,S,,,'04
'101843004,,GULF SHORES CHARTER AT THE CENTER,Y,HARRIS,'101,P,GULF SHORES ACADEMY,'09 - 12,S,,,'04
'101843003,,GULF SHORES CHARTER SCHOOL AT COV,Y,HARRIS,'101,P,GULF SHORES ACADEMY,'10 - 12,S,,,'04
'101843002,,GULF SHORES CHARTER SCHOOL AT SAN,Y,HARRIS,'101,P,GULF SHORES ACADEMY,'07 - 12,S,,,'04
'091917101,AEWM,GUNTER EL,N,GRAYSON,'091,E,GUNTER ISD,'PK - 04,E,,,'10
'091917001,ATRS,GUNTER H S,N,GRAYSON,'091,R,GUNTER ISD,'09 - 12,S,,,'10
'091917041,AEWMNS,GUNTER MIDDLE,N,GRAYSON,'091,R,GUNTER ISD,'05 - 08,M,,,'10
'047903001,TR,GUSTINE SCHOOL,N,COMANCHE,'047,A,GUSTINE ISD,'PK - 12,B,,,'14
'135001001,ACTRWNS,GUTHRIE SCHOOL,N,KING,'135,R,GUTHRIE CSD,'KG - 12,B,,,'17
'095903102,EM,AKIN EL,N,HALE,'095,E,HALE CENTER ISD,'PK - 04,E,,,'17
'095903103,AWS,CARR MIDDLE SCHOOL,N,HALE,'095,A,HALE CENTER ISD,'05 - 08,M,,,'17
'095903001,,HALE CENTER H S,N,HALE,'095,A,HALE CENTER ISD,'09 - 12,S,,,'17
'143901102,,DAULE SP ED CO-OP,N,LAVACA,'143,X,HALLETTSVILLE ISD,'02 - 09,B,,,'03
'143901002,,G O A L S PROGRAM,N,LAVACA,'143,X,HALLETTSVILLE ISD,'08 - 08,M,,,'03
'143901101,,HALLETTSVILLE EL,N,LAVACA,'143,R,HALLETTSVILLE ISD,'EE - 04,E,,,'03
'143901001,TR,HALLETTSVILLE H S,N,LAVACA,'143,A,HALLETTSVILLE ISD,'09 - 12,S,,,'03
'143901041,AS,HALLETTSVILLE J H,N,LAVACA,'143,A,HALLETTSVILLE ISD,'05 - 08,M,,,'03
'161924101,AE,HALLSBURG EL,N,MCLENNAN,'161,A,HALLSBURG ISD,'KG - 06,E,,,'12
'102904105,,HALLSVILLE EL,N,HARRISON,'102,R,HALLSVILLE ISD,'01 - 02,E,'102904107,HALLSVILLE INTERMEDIATE SCHOOL,'07
'102904002,ATR,HALLSVILLE H S,N,HARRISON,'102,A,HALLSVILLE ISD,'09 - 12,S,,,'07
'102904107,E,HALLSVILLE INTERMEDIATE SCHOOL,N,HARRISON,'102,R,HALLSVILLE ISD,'03 - 04,E,,,'07
'102904041,,HALLSVILLE J H,N,HARRISON,'102,R,HALLSVILLE ISD,'07 - 08,M,,,'07
'102904104,EM,HALLSVILLE MIDDLE,N,HARRISON,'102,A,HALLSVILLE ISD,'05 - 06,M,,,'07
'102904102,,HALLSVILLE PRI,N,HARRISON,'102,X,HALLSVILLE ISD,'EE - 07,E,,,'07
'102904003,,KILGORE DAEP,N,HARRISON,'102,X,HALLSVILLE ISD,'09 - 11,S,,,'07
'097902102,,ANN WHITNEY ELEMENTARY,N,HAMILTON,'097,R,HAMILTON INDEPENDENT SCHOOL DISTRI,'EE - 05,E,,,'12
'097902001,PTR,HAMILTON HIGH SCHOOL,N,HAMILTON,'097,A,HAMILTON INDEPENDENT SCHOOL DISTRI,'09 - 12,S,,,'12
'097902041,EWS,HAMILTON JUNIOR HIGH SCHOOL,N,HAMILTON,'097,R,HAMILTON INDEPENDENT SCHOOL DISTRI,'06 - 08,M,,,'12
'127903102,WN,HAMLIN EL,N,JONES,'127,R,HAMLIN ISD,'EE - 05,E,,,'14
'127903001,AR,HAMLIN H S,N,JONES,'127,R,HAMLIN ISD,'09 - 12,S,,,'14
'127903041,EW,HAMLIN MIDDLE,N,JONES,'127,R,HAMLIN ISD,'06 - 08,M,,,'14
'123914101,EM,HAMSHIRE-FANNETT EL,N,JEFFERSON,'123,E,HAMSHIRE-FANNETT ISD,'EE - 03,E,,,'05
'123914001,R,HAMSHIRE-FANNETT H S,N,JEFFERSON,'123,A,HAMSHIRE-FANNETT ISD,'09 - 12,S,,,'05
'123914102,EWN,HAMSHIRE-FANNETT INT,N,JEFFERSON,'123,R,HAMSHIRE-FANNETT ISD,'04 - 06,E,,,'05
'123914041,S,HAMSHIRE-FANNETT MIDDLE,N,JEFFERSON,'123,R,HAMSHIRE-FANNETT ISD,'07 - 08,M,,,'05
'219901101,EWM,HAPPY EL,N,SWISHER,'219,A,HAPPY ISD,'KG - 06,E,,,'16
'219901001,ARS,HAPPY H S,N,SWISHER,'219,R,HAPPY ISD,'07 - 12,S,,,'16
'146904002,,GULF COAST H S,N,LIBERTY,'146,P,HARDIN ISD,'09 - 12,S,,,'04
'146904102,W,HARDIN EL,N,LIBERTY,'146,A,HARDIN ISD,'EE - 05,E,,,'04
'146904001,R,HARDIN H S,N,LIBERTY,'146,A,HARDIN ISD,'09 - 12,S,,,'04
'146904041,W,HARDIN J H,N,LIBERTY,'146,A,HARDIN ISD,'06 - 09,M,,,'04
'146904003,,HARDIN/CHAMBERS CTR,N,LIBERTY,'146,X,HARDIN ISD,'06 - 10,B,,,'04
'100905102,EM,CHINA EL,N,HARDIN,'100,E,HARDIN-JEFFERSON ISD,'EE - 03,E,,,'05
'100905001,R,HARDIN-JEFFERSON H S,N,HARDIN,'100,A,HARDIN-JEFFERSON ISD,'09 - 12,S,,,'05
'100905041,WS,HENDERSON MIDDLE,N,HARDIN,'100,R,HARDIN-JEFFERSON ISD,'06 - 08,M,,,'05
'100905105,WM,SOUR LAKE EL,N,HARDIN,'100,R,HARDIN-JEFFERSON ISD,'PK - 05,E,,,'05
'015904042,,A LEAL JR MIDDLE,N,BEXAR,'015,A,HARLANDALE ISD,'06 - 08,M,,,'20
'015904102,W,BELLAIRE EL,N,BEXAR,'015,A,HARLANDALE ISD,'PK - 05,E,,,'20
'015904007,,BEXAR CO J J A E P,N,BEXAR,'015,X,HARLANDALE ISD,'07 - 10,S,,,'20
'015904101,AEM,CARROLL BELL EL,N,BEXAR,'015,R,HARLANDALE ISD,'EE - 05,E,,,'20
'015904010,,CHARLES N BOGGESS H S,N,BEXAR,'015,X,HARLANDALE ISD,'09 - 12,S,,,'20
'015904047,,CHARLES N BOGGESS MIDDLE,N,BEXAR,'015,X,HARLANDALE ISD,'06 - 08,M,,,'20
'015904103,EWM,COLLIER EL,N,BEXAR,'015,A,HARLANDALE ISD,'EE - 05,E,,,'20
'015904104,E,COLUMBIA HEIGHTS ELEMENTARY,N,BEXAR,'015,A,HARLANDALE ISD,'EE - 05,E,,,'20
'015904116,EWM,E H GILBERT EL,N,BEXAR,'015,A,HARLANDALE ISD,'EE - 05,E,,,'20
'015904105,AEW,FLANDERS/K RAY FENLEY CENTER,N,BEXAR,'015,A,HARLANDALE ISD,'PK - 05,E,,,'20
'015904004,,FRANK M TEJEDA ACADEMY,N,BEXAR,'015,P,HARLANDALE ISD,'09 - 12,S,,,'20
'015904107,E,GILLETTE EL,N,BEXAR,'015,A,HARLANDALE ISD,'EE - 05,E,,,'20
'015904108,,H W SCHULZE EL,N,BEXAR,'015,A,HARLANDALE ISD,'PK - 05,E,,,'20
'015904003,,HAC DAEP HS,N,BEXAR,'015,X,HARLANDALE ISD,'09 - 12,S,,,'20
'015904045,,HAC DAEP MS,N,BEXAR,'015,X,HARLANDALE ISD,'06 - 08,M,,,'20
'015904008,,HARLANDALE ALTERNATIVE CENTER BOO,N,BEXAR,'015,X,HARLANDALE ISD,'09 - 11,S,,,'20
'015904046,,HARLANDALE ALTERNATIVE CENTER BOO,N,BEXAR,'015,X,HARLANDALE ISD,'07 - 08,M,,,'20
'015904001,R,HARLANDALE H S,N,BEXAR,'015,A,HARLANDALE ISD,'09 - 12,S,,,'20
'015904041,S,HARLANDALE MIDDLE,N,BEXAR,'015,A,HARLANDALE ISD,'06 - 08,M,,,'20
'015904115,,JEWEL C WIETZEL CENTER,N,BEXAR,'015,X,HARLANDALE ISD,'EE - 05,E,,,'20
'015904044,W,KINGSBOROUGH MIDDLE,N,BEXAR,'015,R,HARLANDALE ISD,'06 - 08,M,,,'20
'015904002,DR,MCCOLLUM H S,N,BEXAR,'015,A,HARLANDALE ISD,'09 - 12,S,,,'20
'015904109,EW,MORRILL EL,N,BEXAR,'015,A,HARLANDALE ISD,'PK - 05,E,,,'20
'015904110,EWM,RAYBURN EL,N,BEXAR,'015,A,HARLANDALE ISD,'PK - 05,E,,,'20
'015904111,E,SCHEH EL,N,BEXAR,'015,R,HARLANDALE ISD,'PK - 05,E,,,'20
'015904117,,SCHULZE DAEP,N,BEXAR,'015,X,HARLANDALE ISD,'04 - 05,E,,,'20
'015904043,,TERRELL WELLS MIDDLE,N,BEXAR,'015,A,HARLANDALE ISD,'06 - 08,M,,,'20
'015904106,,V M ADAMS EL,N,BEXAR,'015,A,HARLANDALE ISD,'PK - 05,E,,,'20
'015904113,,VESTAL EL,N,BEXAR,'015,A,HARLANDALE ISD,'PK - 05,E,,,'20
'015904114,,WRIGHT EL,N,BEXAR,'015,A,HARLANDALE ISD,'PK - 05,E,,,'20
'102905101,EWMN,HARLETON EL,N,HARRISON,'102,E,HARLETON ISD,'PK - 05,E,,,'07
'102905001,R,HARLETON H S,N,HARRISON,'102,R,HARLETON ISD,'09 - 12,S,,,'07
'102905041,AEWS,HARLETON J H,N,HARRISON,'102,R,HARLETON ISD,'06 - 08,M,,,'07
'031903102,EM,AUSTIN EL,N,CAMERON,'031,A,HARLINGEN CONS ISD,'PK - 05,E,,,'01
'031903110,,BEN MILAM EL,N,CAMERON,'031,A,HARLINGEN CONS ISD,'EE - 05,E,,,'01
'031903103,M,BONHAM EL,N,CAMERON,'031,A,HARLINGEN CONS ISD,'PK - 05,E,,,'01
'031903104,E,BOWIE EL,N,CAMERON,'031,A,HARLINGEN CONS ISD,'PK - 05,E,,,'01
'031903004,,CAMERON CO J J A E P,N,CAMERON,'031,X,HARLINGEN CONS ISD,'08 - 11,S,,,'01
'031903041,,COAKLEY MIDDLE,N,CAMERON,'031,R,HARLINGEN CONS ISD,'06 - 08,M,,,'01
'031903105,,CROCKETT EL,N,CAMERON,'031,A,HARLINGEN CONS ISD,'EE - 05,E,,,'01
'031903106,WM,DISHMAN EL,N,CAMERON,'031,R,HARLINGEN CONS ISD,'EE - 05,E,,,'01
'031903044,,GUTIERREZ MIDDLE,N,CAMERON,'031,A,HARLINGEN CONS ISD,'06 - 08,M,,,'01
'031903001,R,HARLINGEN H S,N,CAMERON,'031,A,HARLINGEN CONS ISD,'09 - 12,S,,,'01
'031903002,R,HARLINGEN H S - SOUTH,N,CAMERON,'031,A,HARLINGEN CONS ISD,'09 - 12,S,,,'01
'031903107,EM,HOUSTON EL,N,CAMERON,'031,A,HARLINGEN CONS ISD,'EE - 05,E,,,'01
'031903108,A,JEFFERSON EL,N,CAMERON,'031,A,HARLINGEN CONS ISD,'EE - 05,E,,,'01
'031903003,,KEYS ACAD,N,CAMERON,'031,P,HARLINGEN CONS ISD,'07 - 12,S,,,'01
'031903109,AEM,LAMAR EL,N,CAMERON,'031,A,HARLINGEN CONS ISD,'EE - 05,E,,,'01
'031903120,M,LONG EL,N,CAMERON,'031,A,HARLINGEN CONS ISD,'PK - 05,E,,,'01
'031903042,,MEMORIAL MIDDLE,N,CAMERON,'031,R,HARLINGEN CONS ISD,'06 - 08,M,,,'01
'031903118,,SECONDARY ALTER CTR,N,CAMERON,'031,X,HARLINGEN CONS ISD,'07 - 11,S,,,'01
'031903111,EM,STUART PLACE EL,N,CAMERON,'031,A,HARLINGEN CONS ISD,'PK - 05,E,,,'01
'031903112,,TRAVIS EL,N,CAMERON,'031,R,HARLINGEN CONS ISD,'PK - 05,E,,,'01
'031903117,E,TREASURE HILLS EL,N,CAMERON,'031,R,HARLINGEN CONS ISD,'PK - 05,E,,,'01
'031903043,,VERNON MIDDLE,N,CAMERON,'031,R,HARLINGEN CONS ISD,'06 - 08,M,,,'01
'031903116,,WILSON EL,N,CAMERON,'031,A,HARLINGEN CONS ISD,'PK - 05,E,,,'01
'031903114,E,ZAVALA EL,N,CAMERON,'031,A,HARLINGEN CONS ISD,'EE - 05,E,,,'01
'230905101,E,HARMONY ELEMENTARY,N,UPSHUR,'230,E,HARMONY ISD,'PK - 03,E,,,'07
'230905001,AR,HARMONY H S,N,UPSHUR,'230,R,HARMONY ISD,'09 - 12,S,,,'07
'230905102,W,HARMONY INTERMEDIATE SCHOOL,N,UPSHUR,'230,R,HARMONY ISD,'04 - 05,E,,,'07
'230905041,AWS,HARMONY JUNIOR HIGH,N,UPSHUR,'230,R,HARMONY ISD,'06 - 08,M,,,'07
'101846001,,HARMONY SCIENCE ACADEMY,Y,HARRIS,'101,E,HARMONY SCIENCE ACADEMY,'06 - 11,B,,,'04
'227816001,S,HARMONY SCIENCE ACADEMY - AUSTIN,Y,TRAVIS,'227,R,HARMONY SCIENCE ACADEMY - AUSTIN,'06 - 09,M,,,'13
'086902101,EWMN,HARPER EL,N,GILLESPIE,'086,R,HARPER ISD,'PK - 05,E,,,'13
'086902001,RS,HARPER H S,N,GILLESPIE,'086,R,HARPER ISD,'09 - 12,S,,,'13
'086902041,W,HARPER MIDDLE,N,GILLESPIE,'086,R,HARPER ISD,'06 - 08,M,,,'13
'101811002,,BURNETT-BAYLAND HOME,Y,HARRIS,'101,P,HARRIS COUNTY JUVENILE JUSTICE CHA,'06 - 10,B,,,'04
'101811003,,BURNETT-BAYLAND RECEPTION CENTER,Y,HARRIS,'101,P,HARRIS COUNTY JUVENILE JUSTICE CHA,'04 - 12,B,,,'04
'101811001,,HARRIS COUNTY JUVENILE DETENTION,Y,HARRIS,'101,P,HARRIS COUNTY JUVENILE JUSTICE CHA,'04 - 11,B,,,'04
'101811004,,HARRIS COUNTY YOUTH VILLAGE,Y,HARRIS,'101,P,HARRIS COUNTY JUVENILE JUSTICE CHA,'07 - 11,S,,,'04
'101811006,,KATY-HOCKLEY BOOT CAMP,Y,HARRIS,'101,P,HARRIS COUNTY JUVENILE JUSTICE CHA,'07 - 12,S,,,'04
'101811005,,WESTSIDE COMMAND DETENTION CENTER,Y,HARRIS,'101,P,HARRIS COUNTY JUVENILE JUSTICE CHA,'07 - 11,S,,,'04
'244901001,R,HARROLD SCHOOL,N,WILBARGER,'244,A,HARROLD ISD,'KG - 12,B,,,'09
'035902101,A,HART EL,N,CASTRO,'035,A,HART ISD,'PK - 06,E,,,'16
'035902001,AR,HART JR-SR H S,N,CASTRO,'035,A,HART ISD,'07 - 12,S,,,'16
